date,date_id,year,quarter,month,month_name,year_month,day,weekday,weekday_name,is_weekend,is_complete_month
2017-12-13,20171213,2017,4,12,Dec,2017-12,13,3,Wed,False,True
2017-12-14,20171214,2017,4,12,Dec,2017-12,14,4,Thu,False,True
2017-12-15,20171215,2017,4,12,Dec,2017-12,15,5,Fri,False,True
2017-12-16,20171216,2017,4,12,Dec,2017-12,16,6,Sat,True,True
2017-12-17,20171217,2017,4,12,Dec,2017-12,17,7,Sun,True,True
2017-12-18,20171218,2017,4,12,Dec,2017-12,18,1,Mon,False,True
2017-12-19,20171219,2017,4,12,Dec,2017-12,19,2,Tue,False,True
2017-12-20,20171220,2017,4,12,Dec,2017-12,20,3,Wed,False,True
2017-12-21,20171221,2017,4,12,Dec,2017-12,21,4,Thu,False,True
2017-12-22,20171222,2017,4,12,Dec,2017-12,22,5,Fri,False,True
2017-12-23,20171223,2017,4,12,Dec,2017-12,23,6,Sat,True,True
2017-12-24,20171224,2017,4,12,Dec,2017-12,24,7,Sun,True,True
2017-12-25,20171225,2017,4,12,Dec,2017-12,25,1,Mon,False,True
2017-12-26,20171226,2017,4,12,Dec,2017-12,26,2,Tue,False,True
2017-12-27,20171227,2017,4,12,Dec,2017-12,27,3,Wed,False,True
2017-12-28,20171228,2017,4,12,Dec,2017-12,28,4,Thu,False,True
2017-12-29,20171229,2017,4,12,Dec,2017-12,29,5,Fri,False,True
2017-12-30,20171230,2017,4,12,Dec,2017-12,30,6,Sat,True,True
2017-12-31,20171231,2017,4,12,Dec,2017-12,31,7,Sun,True,True
2018-01-01,20180101,2018,1,1,Jan,2018-01,1,1,Mon,False,True
2018-01-02,20180102,2018,1,1,Jan,2018-01,2,2,Tue,False,True
2018-01-03,20180103,2018,1,1,Jan,2018-01,3,3,Wed,False,True
2018-01-04,20180104,2018,1,1,Jan,2018-01,4,4,Thu,False,True
2018-01-05,20180105,2018,1,1,Jan,2018-01,5,5,Fri,False,True
2018-01-06,20180106,2018,1,1,Jan,2018-01,6,6,Sat,True,True
2018-01-07,20180107,2018,1,1,Jan,2018-01,7,7,Sun,True,True
2018-01-08,20180108,2018,1,1,Jan,2018-01,8,1,Mon,False,True
2018-01-09,20180109,2018,1,1,Jan,2018-01,9,2,Tue,False,True
2018-01-10,20180110,2018,1,1,Jan,2018-01,10,3,Wed,False,True
2018-01-11,20180111,2018,1,1,Jan,2018-01,11,4,Thu,False,True
2018-01-12,20180112,2018,1,1,Jan,2018-01,12,5,Fri,False,True
2018-01-13,20180113,2018,1,1,Jan,2018-01,13,6,Sat,True,True
2018-01-14,20180114,2018,1,1,Jan,2018-01,14,7,Sun,True,True
2018-01-15,20180115,2018,1,1,Jan,2018-01,15,1,Mon,False,True
2018-01-16,20180116,2018,1,1,Jan,2018-01,16,2,Tue,False,True
2018-01-17,20180117,2018,1,1,Jan,2018-01,17,3,Wed,False,True
2018-01-18,20180118,2018,1,1,Jan,2018-01,18,4,Thu,False,True
2018-01-19,20180119,2018,1,1,Jan,2018-01,19,5,Fri,False,True
2018-01-20,20180120,2018,1,1,Jan,2018-01,20,6,Sat,True,True
2018-01-21,20180121,2018,1,1,Jan,2018-01,21,7,Sun,True,True
2018-01-22,20180122,2018,1,1,Jan,2018-01,22,1,Mon,False,True
2018-01-23,20180123,2018,1,1,Jan,2018-01,23,2,Tue,False,True
2018-01-24,20180124,2018,1,1,Jan,2018-01,24,3,Wed,False,True
2018-01-25,20180125,2018,1,1,Jan,2018-01,25,4,Thu,False,True
2018-01-26,20180126,2018,1,1,Jan,2018-01,26,5,Fri,False,True
2018-01-27,20180127,2018,1,1,Jan,2018-01,27,6,Sat,True,True
2018-01-28,20180128,2018,1,1,Jan,2018-01,28,7,Sun,True,True
2018-01-29,20180129,2018,1,1,Jan,2018-01,29,1,Mon,False,True
2018-01-30,20180130,2018,1,1,Jan,2018-01,30,2,Tue,False,True
2018-01-31,20180131,2018,1,1,Jan,2018-01,31,3,Wed,False,True
2018-02-01,20180201,2018,1,2,Feb,2018-02,1,4,Thu,False,True
2018-02-02,20180202,2018,1,2,Feb,2018-02,2,5,Fri,False,True
2018-02-03,20180203,2018,1,2,Feb,2018-02,3,6,Sat,True,True
2018-02-04,20180204,2018,1,2,Feb,2018-02,4,7,Sun,True,True
2018-02-05,20180205,2018,1,2,Feb,2018-02,5,1,Mon,False,True
2018-02-06,20180206,2018,1,2,Feb,2018-02,6,2,Tue,False,True
2018-02-07,20180207,2018,1,2,Feb,2018-02,7,3,Wed,False,True
2018-02-08,20180208,2018,1,2,Feb,2018-02,8,4,Thu,False,True
2018-02-09,20180209,2018,1,2,Feb,2018-02,9,5,Fri,False,True
2018-02-10,20180210,2018,1,2,Feb,2018-02,10,6,Sat,True,True
2018-02-11,20180211,2018,1,2,Feb,2018-02,11,7,Sun,True,True
2018-02-12,20180212,2018,1,2,Feb,2018-02,12,1,Mon,False,True
2018-02-13,20180213,2018,1,2,Feb,2018-02,13,2,Tue,False,True
2018-02-14,20180214,2018,1,2,Feb,2018-02,14,3,Wed,False,True
2018-02-15,20180215,2018,1,2,Feb,2018-02,15,4,Thu,False,True
2018-02-16,20180216,2018,1,2,Feb,2018-02,16,5,Fri,False,True
2018-02-17,20180217,2018,1,2,Feb,2018-02,17,6,Sat,True,True
2018-02-18,20180218,2018,1,2,Feb,2018-02,18,7,Sun,True,True
2018-02-19,20180219,2018,1,2,Feb,2018-02,19,1,Mon,False,True
2018-02-20,20180220,2018,1,2,Feb,2018-02,20,2,Tue,False,True
2018-02-21,20180221,2018,1,2,Feb,2018-02,21,3,Wed,False,True
2018-02-22,20180222,2018,1,2,Feb,2018-02,22,4,Thu,False,True
2018-02-23,20180223,2018,1,2,Feb,2018-02,23,5,Fri,False,True
2018-02-24,20180224,2018,1,2,Feb,2018-02,24,6,Sat,True,True
2018-02-25,20180225,2018,1,2,Feb,2018-02,25,7,Sun,True,True
2018-02-26,20180226,2018,1,2,Feb,2018-02,26,1,Mon,False,True
2018-02-27,20180227,2018,1,2,Feb,2018-02,27,2,Tue,False,True
2018-02-28,20180228,2018,1,2,Feb,2018-02,28,3,Wed,False,True
2018-03-01,20180301,2018,1,3,Mar,2018-03,1,4,Thu,False,True
2018-03-02,20180302,2018,1,3,Mar,2018-03,2,5,Fri,False,True
2018-03-03,20180303,2018,1,3,Mar,2018-03,3,6,Sat,True,True
2018-03-04,20180304,2018,1,3,Mar,2018-03,4,7,Sun,True,True
2018-03-05,20180305,2018,1,3,Mar,2018-03,5,1,Mon,False,True
2018-03-06,20180306,2018,1,3,Mar,2018-03,6,2,Tue,False,True
2018-03-07,20180307,2018,1,3,Mar,2018-03,7,3,Wed,False,True
2018-03-08,20180308,2018,1,3,Mar,2018-03,8,4,Thu,False,True
2018-03-09,20180309,2018,1,3,Mar,2018-03,9,5,Fri,False,True
2018-03-10,20180310,2018,1,3,Mar,2018-03,10,6,Sat,True,True
2018-03-11,20180311,2018,1,3,Mar,2018-03,11,7,Sun,True,True
2018-03-12,20180312,2018,1,3,Mar,2018-03,12,1,Mon,False,True
2018-03-13,20180313,2018,1,3,Mar,2018-03,13,2,Tue,False,True
2018-03-14,20180314,2018,1,3,Mar,2018-03,14,3,Wed,False,True
2018-03-15,20180315,2018,1,3,Mar,2018-03,15,4,Thu,False,True
2018-03-16,20180316,2018,1,3,Mar,2018-03,16,5,Fri,False,True
2018-03-17,20180317,2018,1,3,Mar,2018-03,17,6,Sat,True,True
2018-03-18,20180318,2018,1,3,Mar,2018-03,18,7,Sun,True,True
2018-03-19,20180319,2018,1,3,Mar,2018-03,19,1,Mon,False,True
2018-03-20,20180320,2018,1,3,Mar,2018-03,20,2,Tue,False,True
2018-03-21,20180321,2018,1,3,Mar,2018-03,21,3,Wed,False,True
2018-03-22,20180322,2018,1,3,Mar,2018-03,22,4,Thu,False,True
2018-03-23,20180323,2018,1,3,Mar,2018-03,23,5,Fri,False,True
2018-03-24,20180324,2018,1,3,Mar,2018-03,24,6,Sat,True,True
2018-03-25,20180325,2018,1,3,Mar,2018-03,25,7,Sun,True,True
2018-03-26,20180326,2018,1,3,Mar,2018-03,26,1,Mon,False,True
2018-03-27,20180327,2018,1,3,Mar,2018-03,27,2,Tue,False,True
2018-03-28,20180328,2018,1,3,Mar,2018-03,28,3,Wed,False,True
2018-03-29,20180329,2018,1,3,Mar,2018-03,29,4,Thu,False,True
2018-03-30,20180330,2018,1,3,Mar,2018-03,30,5,Fri,False,True
2018-03-31,20180331,2018,1,3,Mar,2018-03,31,6,Sat,True,True
2018-04-01,20180401,2018,2,4,Apr,2018-04,1,7,Sun,True,True
2018-04-02,20180402,2018,2,4,Apr,2018-04,2,1,Mon,False,True
2018-04-03,20180403,2018,2,4,Apr,2018-04,3,2,Tue,False,True
2018-04-04,20180404,2018,2,4,Apr,2018-04,4,3,Wed,False,True
2018-04-05,20180405,2018,2,4,Apr,2018-04,5,4,Thu,False,True
2018-04-06,20180406,2018,2,4,Apr,2018-04,6,5,Fri,False,True
2018-04-07,20180407,2018,2,4,Apr,2018-04,7,6,Sat,True,True
2018-04-08,20180408,2018,2,4,Apr,2018-04,8,7,Sun,True,True
2018-04-09,20180409,2018,2,4,Apr,2018-04,9,1,Mon,False,True
2018-04-10,20180410,2018,2,4,Apr,2018-04,10,2,Tue,False,True
2018-04-11,20180411,2018,2,4,Apr,2018-04,11,3,Wed,False,True
2018-04-12,20180412,2018,2,4,Apr,2018-04,12,4,Thu,False,True
2018-04-13,20180413,2018,2,4,Apr,2018-04,13,5,Fri,False,True
2018-04-14,20180414,2018,2,4,Apr,2018-04,14,6,Sat,True,True
2018-04-15,20180415,2018,2,4,Apr,2018-04,15,7,Sun,True,True
2018-04-16,20180416,2018,2,4,Apr,2018-04,16,1,Mon,False,True
2018-04-17,20180417,2018,2,4,Apr,2018-04,17,2,Tue,False,True
2018-04-18,20180418,2018,2,4,Apr,2018-04,18,3,Wed,False,True
2018-04-19,20180419,2018,2,4,Apr,2018-04,19,4,Thu,False,True
2018-04-20,20180420,2018,2,4,Apr,2018-04,20,5,Fri,False,True
2018-04-21,20180421,2018,2,4,Apr,2018-04,21,6,Sat,True,True
2018-04-22,20180422,2018,2,4,Apr,2018-04,22,7,Sun,True,True
2018-04-23,20180423,2018,2,4,Apr,2018-04,23,1,Mon,False,True
2018-04-24,20180424,2018,2,4,Apr,2018-04,24,2,Tue,False,True
2018-04-25,20180425,2018,2,4,Apr,2018-04,25,3,Wed,False,True
2018-04-26,20180426,2018,2,4,Apr,2018-04,26,4,Thu,False,True
2018-04-27,20180427,2018,2,4,Apr,2018-04,27,5,Fri,False,True
2018-04-28,20180428,2018,2,4,Apr,2018-04,28,6,Sat,True,True
2018-04-29,20180429,2018,2,4,Apr,2018-04,29,7,Sun,True,True
2018-04-30,20180430,2018,2,4,Apr,2018-04,30,1,Mon,False,True
2018-05-01,20180501,2018,2,5,May,2018-05,1,2,Tue,False,True
2018-05-02,20180502,2018,2,5,May,2018-05,2,3,Wed,False,True
2018-05-03,20180503,2018,2,5,May,2018-05,3,4,Thu,False,True
2018-05-04,20180504,2018,2,5,May,2018-05,4,5,Fri,False,True
2018-05-05,20180505,2018,2,5,May,2018-05,5,6,Sat,True,True
2018-05-06,20180506,2018,2,5,May,2018-05,6,7,Sun,True,True
2018-05-07,20180507,2018,2,5,May,2018-05,7,1,Mon,False,True
2018-05-08,20180508,2018,2,5,May,2018-05,8,2,Tue,False,True
2018-05-09,20180509,2018,2,5,May,2018-05,9,3,Wed,False,True
2018-05-10,20180510,2018,2,5,May,2018-05,10,4,Thu,False,True
2018-05-11,20180511,2018,2,5,May,2018-05,11,5,Fri,False,True
2018-05-12,20180512,2018,2,5,May,2018-05,12,6,Sat,True,True
2018-05-13,20180513,2018,2,5,May,2018-05,13,7,Sun,True,True
2018-05-14,20180514,2018,2,5,May,2018-05,14,1,Mon,False,True
2018-05-15,20180515,2018,2,5,May,2018-05,15,2,Tue,False,True
2018-05-16,20180516,2018,2,5,May,2018-05,16,3,Wed,False,True
2018-05-17,20180517,2018,2,5,May,2018-05,17,4,Thu,False,True
2018-05-18,20180518,2018,2,5,May,2018-05,18,5,Fri,False,True
2018-05-19,20180519,2018,2,5,May,2018-05,19,6,Sat,True,True
2018-05-20,20180520,2018,2,5,May,2018-05,20,7,Sun,True,True
2018-05-21,20180521,2018,2,5,May,2018-05,21,1,Mon,False,True
2018-05-22,20180522,2018,2,5,May,2018-05,22,2,Tue,False,True
2018-05-23,20180523,2018,2,5,May,2018-05,23,3,Wed,False,True
2018-05-24,20180524,2018,2,5,May,2018-05,24,4,Thu,False,True
2018-05-25,20180525,2018,2,5,May,2018-05,25,5,Fri,False,True
2018-05-26,20180526,2018,2,5,May,2018-05,26,6,Sat,True,True
2018-05-27,20180527,2018,2,5,May,2018-05,27,7,Sun,True,True
2018-05-28,20180528,2018,2,5,May,2018-05,28,1,Mon,False,True
2018-05-29,20180529,2018,2,5,May,2018-05,29,2,Tue,False,True
2018-05-30,20180530,2018,2,5,May,2018-05,30,3,Wed,False,True
2018-05-31,20180531,2018,2,5,May,2018-05,31,4,Thu,False,True
2018-06-01,20180601,2018,2,6,Jun,2018-06,1,5,Fri,False,True
2018-06-02,20180602,2018,2,6,Jun,2018-06,2,6,Sat,True,True
2018-06-03,20180603,2018,2,6,Jun,2018-06,3,7,Sun,True,True
2018-06-04,20180604,2018,2,6,Jun,2018-06,4,1,Mon,False,True
2018-06-05,20180605,2018,2,6,Jun,2018-06,5,2,Tue,False,True
2018-06-06,20180606,2018,2,6,Jun,2018-06,6,3,Wed,False,True
2018-06-07,20180607,2018,2,6,Jun,2018-06,7,4,Thu,False,True
2018-06-08,20180608,2018,2,6,Jun,2018-06,8,5,Fri,False,True
2018-06-09,20180609,2018,2,6,Jun,2018-06,9,6,Sat,True,True
2018-06-10,20180610,2018,2,6,Jun,2018-06,10,7,Sun,True,True
2018-06-11,20180611,2018,2,6,Jun,2018-06,11,1,Mon,False,True
2018-06-12,20180612,2018,2,6,Jun,2018-06,12,2,Tue,False,True
2018-06-13,20180613,2018,2,6,Jun,2018-06,13,3,Wed,False,True
2018-06-14,20180614,2018,2,6,Jun,2018-06,14,4,Thu,False,True
2018-06-15,20180615,2018,2,6,Jun,2018-06,15,5,Fri,False,True
2018-06-16,20180616,2018,2,6,Jun,2018-06,16,6,Sat,True,True
2018-06-17,20180617,2018,2,6,Jun,2018-06,17,7,Sun,True,True
2018-06-18,20180618,2018,2,6,Jun,2018-06,18,1,Mon,False,True
2018-06-19,20180619,2018,2,6,Jun,2018-06,19,2,Tue,False,True
2018-06-20,20180620,2018,2,6,Jun,2018-06,20,3,Wed,False,True
2018-06-21,20180621,2018,2,6,Jun,2018-06,21,4,Thu,False,True
2018-06-22,20180622,2018,2,6,Jun,2018-06,22,5,Fri,False,True
2018-06-23,20180623,2018,2,6,Jun,2018-06,23,6,Sat,True,True
2018-06-24,20180624,2018,2,6,Jun,2018-06,24,7,Sun,True,True
2018-06-25,20180625,2018,2,6,Jun,2018-06,25,1,Mon,False,True
2018-06-26,20180626,2018,2,6,Jun,2018-06,26,2,Tue,False,True
2018-06-27,20180627,2018,2,6,Jun,2018-06,27,3,Wed,False,True
2018-06-28,20180628,2018,2,6,Jun,2018-06,28,4,Thu,False,True
2018-06-29,20180629,2018,2,6,Jun,2018-06,29,5,Fri,False,True
2018-06-30,20180630,2018,2,6,Jun,2018-06,30,6,Sat,True,True
2018-07-01,20180701,2018,3,7,Jul,2018-07,1,7,Sun,True,True
2018-07-02,20180702,2018,3,7,Jul,2018-07,2,1,Mon,False,True
2018-07-03,20180703,2018,3,7,Jul,2018-07,3,2,Tue,False,True
2018-07-04,20180704,2018,3,7,Jul,2018-07,4,3,Wed,False,True
2018-07-05,20180705,2018,3,7,Jul,2018-07,5,4,Thu,False,True
2018-07-06,20180706,2018,3,7,Jul,2018-07,6,5,Fri,False,True
2018-07-07,20180707,2018,3,7,Jul,2018-07,7,6,Sat,True,True
2018-07-08,20180708,2018,3,7,Jul,2018-07,8,7,Sun,True,True
2018-07-09,20180709,2018,3,7,Jul,2018-07,9,1,Mon,False,True
2018-07-10,20180710,2018,3,7,Jul,2018-07,10,2,Tue,False,True
2018-07-11,20180711,2018,3,7,Jul,2018-07,11,3,Wed,False,True
2018-07-12,20180712,2018,3,7,Jul,2018-07,12,4,Thu,False,True
2018-07-13,20180713,2018,3,7,Jul,2018-07,13,5,Fri,False,True
2018-07-14,20180714,2018,3,7,Jul,2018-07,14,6,Sat,True,True
2018-07-15,20180715,2018,3,7,Jul,2018-07,15,7,Sun,True,True
2018-07-16,20180716,2018,3,7,Jul,2018-07,16,1,Mon,False,True
2018-07-17,20180717,2018,3,7,Jul,2018-07,17,2,Tue,False,True
2018-07-18,20180718,2018,3,7,Jul,2018-07,18,3,Wed,False,True
2018-07-19,20180719,2018,3,7,Jul,2018-07,19,4,Thu,False,True
2018-07-20,20180720,2018,3,7,Jul,2018-07,20,5,Fri,False,True
2018-07-21,20180721,2018,3,7,Jul,2018-07,21,6,Sat,True,True
2018-07-22,20180722,2018,3,7,Jul,2018-07,22,7,Sun,True,True
2018-07-23,20180723,2018,3,7,Jul,2018-07,23,1,Mon,False,True
2018-07-24,20180724,2018,3,7,Jul,2018-07,24,2,Tue,False,True
2018-07-25,20180725,2018,3,7,Jul,2018-07,25,3,Wed,False,True
2018-07-26,20180726,2018,3,7,Jul,2018-07,26,4,Thu,False,True
2018-07-27,20180727,2018,3,7,Jul,2018-07,27,5,Fri,False,True
2018-07-28,20180728,2018,3,7,Jul,2018-07,28,6,Sat,True,True
2018-07-29,20180729,2018,3,7,Jul,2018-07,29,7,Sun,True,True
2018-07-30,20180730,2018,3,7,Jul,2018-07,30,1,Mon,False,True
2018-07-31,20180731,2018,3,7,Jul,2018-07,31,2,Tue,False,True
2018-08-01,20180801,2018,3,8,Aug,2018-08,1,3,Wed,False,True
2018-08-02,20180802,2018,3,8,Aug,2018-08,2,4,Thu,False,True
2018-08-03,20180803,2018,3,8,Aug,2018-08,3,5,Fri,False,True
2018-08-04,20180804,2018,3,8,Aug,2018-08,4,6,Sat,True,True
2018-08-05,20180805,2018,3,8,Aug,2018-08,5,7,Sun,True,True
2018-08-06,20180806,2018,3,8,Aug,2018-08,6,1,Mon,False,True
2018-08-07,20180807,2018,3,8,Aug,2018-08,7,2,Tue,False,True
2018-08-08,20180808,2018,3,8,Aug,2018-08,8,3,Wed,False,True
2018-08-09,20180809,2018,3,8,Aug,2018-08,9,4,Thu,False,True
2018-08-10,20180810,2018,3,8,Aug,2018-08,10,5,Fri,False,True
2018-08-11,20180811,2018,3,8,Aug,2018-08,11,6,Sat,True,True
2018-08-12,20180812,2018,3,8,Aug,2018-08,12,7,Sun,True,True
2018-08-13,20180813,2018,3,8,Aug,2018-08,13,1,Mon,False,True
2018-08-14,20180814,2018,3,8,Aug,2018-08,14,2,Tue,False,True
2018-08-15,20180815,2018,3,8,Aug,2018-08,15,3,Wed,False,True
2018-08-16,20180816,2018,3,8,Aug,2018-08,16,4,Thu,False,True
2018-08-17,20180817,2018,3,8,Aug,2018-08,17,5,Fri,False,True
2018-08-18,20180818,2018,3,8,Aug,2018-08,18,6,Sat,True,True
2018-08-19,20180819,2018,3,8,Aug,2018-08,19,7,Sun,True,True
2018-08-20,20180820,2018,3,8,Aug,2018-08,20,1,Mon,False,True
2018-08-21,20180821,2018,3,8,Aug,2018-08,21,2,Tue,False,True
2018-08-22,20180822,2018,3,8,Aug,2018-08,22,3,Wed,False,True
2018-08-23,20180823,2018,3,8,Aug,2018-08,23,4,Thu,False,True
2018-08-24,20180824,2018,3,8,Aug,2018-08,24,5,Fri,False,True
2018-08-25,20180825,2018,3,8,Aug,2018-08,25,6,Sat,True,True
2018-08-26,20180826,2018,3,8,Aug,2018-08,26,7,Sun,True,True
2018-08-27,20180827,2018,3,8,Aug,2018-08,27,1,Mon,False,True
2018-08-28,20180828,2018,3,8,Aug,2018-08,28,2,Tue,False,True
2018-08-29,20180829,2018,3,8,Aug,2018-08,29,3,Wed,False,True
2018-08-30,20180830,2018,3,8,Aug,2018-08,30,4,Thu,False,True
2018-08-31,20180831,2018,3,8,Aug,2018-08,31,5,Fri,False,True
2018-09-01,20180901,2018,3,9,Sep,2018-09,1,6,Sat,True,False
2018-09-02,20180902,2018,3,9,Sep,2018-09,2,7,Sun,True,False
2018-09-03,20180903,2018,3,9,Sep,2018-09,3,1,Mon,False,False
2018-09-04,20180904,2018,3,9,Sep,2018-09,4,2,Tue,False,False
2018-09-05,20180905,2018,3,9,Sep,2018-09,5,3,Wed,False,False
2018-09-06,20180906,2018,3,9,Sep,2018-09,6,4,Thu,False,False
2018-09-07,20180907,2018,3,9,Sep,2018-09,7,5,Fri,False,False
2018-09-08,20180908,2018,3,9,Sep,2018-09,8,6,Sat,True,False
2018-09-09,20180909,2018,3,9,Sep,2018-09,9,7,Sun,True,False
2018-09-10,20180910,2018,3,9,Sep,2018-09,10,1,Mon,False,False
2018-09-11,20180911,2018,3,9,Sep,2018-09,11,2,Tue,False,False
2018-09-12,20180912,2018,3,9,Sep,2018-09,12,3,Wed,False,False
2018-09-13,20180913,2018,3,9,Sep,2018-09,13,4,Thu,False,False
2018-09-14,20180914,2018,3,9,Sep,2018-09,14,5,Fri,False,False
2018-09-15,20180915,2018,3,9,Sep,2018-09,15,6,Sat,True,False
2018-09-16,20180916,2018,3,9,Sep,2018-09,16,7,Sun,True,False
2018-09-17,20180917,2018,3,9,Sep,2018-09,17,1,Mon,False,False
2018-09-18,20180918,2018,3,9,Sep,2018-09,18,2,Tue,False,False
2018-09-19,20180919,2018,3,9,Sep,2018-09,19,3,Wed,False,False
2018-09-20,20180920,2018,3,9,Sep,2018-09,20,4,Thu,False,False
2018-09-21,20180921,2018,3,9,Sep,2018-09,21,5,Fri,False,False
2018-09-22,20180922,2018,3,9,Sep,2018-09,22,6,Sat,True,False
2018-09-23,20180923,2018,3,9,Sep,2018-09,23,7,Sun,True,False
2018-09-24,20180924,2018,3,9,Sep,2018-09,24,1,Mon,False,False
2018-09-25,20180925,2018,3,9,Sep,2018-09,25,2,Tue,False,False
2018-09-26,20180926,2018,3,9,Sep,2018-09,26,3,Wed,False,False
2018-09-27,20180927,2018,3,9,Sep,2018-09,27,4,Thu,False,False
2018-09-28,20180928,2018,3,9,Sep,2018-09,28,5,Fri,False,False
2018-09-29,20180929,2018,3,9,Sep,2018-09,29,6,Sat,True,False
2018-09-30,20180930,2018,3,9,Sep,2018-09,30,7,Sun,True,False
2018-10-01,20181001,2018,4,10,Oct,2018-10,1,1,Mon,False,False
2018-10-02,20181002,2018,4,10,Oct,2018-10,2,2,Tue,False,False
2018-10-03,20181003,2018,4,10,Oct,2018-10,3,3,Wed,False,False
2018-10-04,20181004,2018,4,10,Oct,2018-10,4,4,Thu,False,False
2018-10-05,20181005,2018,4,10,Oct,2018-10,5,5,Fri,False,False
2018-10-06,20181006,2018,4,10,Oct,2018-10,6,6,Sat,True,False
2018-10-07,20181007,2018,4,10,Oct,2018-10,7,7,Sun,True,False
2018-10-08,20181008,2018,4,10,Oct,2018-10,8,1,Mon,False,False
2018-10-09,20181009,2018,4,10,Oct,2018-10,9,2,Tue,False,False
2018-10-10,20181010,2018,4,10,Oct,2018-10,10,3,Wed,False,False
2018-10-11,20181011,2018,4,10,Oct,2018-10,11,4,Thu,False,False
2018-10-12,20181012,2018,4,10,Oct,2018-10,12,5,Fri,False,False
2018-10-13,20181013,2018,4,10,Oct,2018-10,13,6,Sat,True,False
2018-10-14,20181014,2018,4,10,Oct,2018-10,14,7,Sun,True,False
2018-10-15,20181015,2018,4,10,Oct,2018-10,15,1,Mon,False,False
2018-10-16,20181016,2018,4,10,Oct,2018-10,16,2,Tue,False,False
2018-10-17,20181017,2018,4,10,Oct,2018-10,17,3,Wed,False,False
2018-10-18,20181018,2018,4,10,Oct,2018-10,18,4,Thu,False,False
2018-10-19,20181019,2018,4,10,Oct,2018-10,19,5,Fri,False,False
2018-10-20,20181020,2018,4,10,Oct,2018-10,20,6,Sat,True,False
2018-10-21,20181021,2018,4,10,Oct,2018-10,21,7,Sun,True,False
2018-10-22,20181022,2018,4,10,Oct,2018-10,22,1,Mon,False,False
2018-10-23,20181023,2018,4,10,Oct,2018-10,23,2,Tue,False,False
2018-10-24,20181024,2018,4,10,Oct,2018-10,24,3,Wed,False,False
2018-10-25,20181025,2018,4,10,Oct,2018-10,25,4,Thu,False,False
2018-10-26,20181026,2018,4,10,Oct,2018-10,26,5,Fri,False,False
2018-10-27,20181027,2018,4,10,Oct,2018-10,27,6,Sat,True,False
2018-10-28,20181028,2018,4,10,Oct,2018-10,28,7,Sun,True,False
2018-10-29,20181029,2018,4,10,Oct,2018-10,29,1,Mon,False,False
2018-10-30,20181030,2018,4,10,Oct,2018-10,30,2,Tue,False,False
2018-10-31,20181031,2018,4,10,Oct,2018-10,31,3,Wed,False,False
2018-11-01,20181101,2018,4,11,Nov,2018-11,1,4,Thu,False,False
2018-11-02,20181102,2018,4,11,Nov,2018-11,2,5,Fri,False,False
2018-11-03,20181103,2018,4,11,Nov,2018-11,3,6,Sat,True,False
2018-11-04,20181104,2018,4,11,Nov,2018-11,4,7,Sun,True,False
2018-11-05,20181105,2018,4,11,Nov,2018-11,5,1,Mon,False,False
2018-11-06,20181106,2018,4,11,Nov,2018-11,6,2,Tue,False,False
2018-11-07,20181107,2018,4,11,Nov,2018-11,7,3,Wed,False,False
2018-11-08,20181108,2018,4,11,Nov,2018-11,8,4,Thu,False,False
2018-11-09,20181109,2018,4,11,Nov,2018-11,9,5,Fri,False,False
2018-11-10,20181110,2018,4,11,Nov,2018-11,10,6,Sat,True,False
2018-11-11,20181111,2018,4,11,Nov,2018-11,11,7,Sun,True,False
2018-11-12,20181112,2018,4,11,Nov,2018-11,12,1,Mon,False,False
2018-11-13,20181113,2018,4,11,Nov,2018-11,13,2,Tue,False,False
2018-11-14,20181114,2018,4,11,Nov,2018-11,14,3,Wed,False,False
2018-11-15,20181115,2018,4,11,Nov,2018-11,15,4,Thu,False,False
2018-11-16,20181116,2018,4,11,Nov,2018-11,16,5,Fri,False,False
2018-11-17,20181117,2018,4,11,Nov,2018-11,17,6,Sat,True,False
2018-11-18,20181118,2018,4,11,Nov,2018-11,18,7,Sun,True,False
2018-11-19,20181119,2018,4,11,Nov,2018-11,19,1,Mon,False,False
2018-11-20,20181120,2018,4,11,Nov,2018-11,20,2,Tue,False,False
2018-11-21,20181121,2018,4,11,Nov,2018-11,21,3,Wed,False,False
2018-11-22,20181122,2018,4,11,Nov,2018-11,22,4,Thu,False,False
2018-11-23,20181123,2018,4,11,Nov,2018-11,23,5,Fri,False,False
2018-11-24,20181124,2018,4,11,Nov,2018-11,24,6,Sat,True,False
2018-11-25,20181125,2018,4,11,Nov,2018-11,25,7,Sun,True,False
2018-11-26,20181126,2018,4,11,Nov,2018-11,26,1,Mon,False,False
2018-11-27,20181127,2018,4,11,Nov,2018-11,27,2,Tue,False,False
2018-11-28,20181128,2018,4,11,Nov,2018-11,28,3,Wed,False,False
2018-11-29,20181129,2018,4,11,Nov,2018-11,29,4,Thu,False,False
2018-11-30,20181130,2018,4,11,Nov,2018-11,30,5,Fri,False,False
2018-12-01,20181201,2018,4,12,Dec,2018-12,1,6,Sat,True,False
2018-12-02,20181202,2018,4,12,Dec,2018-12,2,7,Sun,True,False
2018-12-03,20181203,2018,4,12,Dec,2018-12,3,1,Mon,False,False
2018-12-04,20181204,2018,4,12,Dec,2018-12,4,2,Tue,False,False
2018-12-05,20181205,2018,4,12,Dec,2018-12,5,3,Wed,False,False
2018-12-06,20181206,2018,4,12,Dec,2018-12,6,4,Thu,False,False
