date,date_id,year,quarter,month,month_name,year_month,day,weekday,weekday_name,is_weekend,is_complete_month
2016-12-19,20161219,2016,4,12,Dec,2016-12,19,1,Mon,False,False
2016-12-20,20161220,2016,4,12,Dec,2016-12,20,2,Tue,False,False
2016-12-21,20161221,2016,4,12,Dec,2016-12,21,3,Wed,False,False
2016-12-22,20161222,2016,4,12,Dec,2016-12,22,4,Thu,False,False
2016-12-23,20161223,2016,4,12,Dec,2016-12,23,5,Fri,False,False
2016-12-24,20161224,2016,4,12,Dec,2016-12,24,6,Sat,True,False
2016-12-25,20161225,2016,4,12,Dec,2016-12,25,7,Sun,True,False
2016-12-26,20161226,2016,4,12,Dec,2016-12,26,1,Mon,False,False
2016-12-27,20161227,2016,4,12,Dec,2016-12,27,2,Tue,False,False
2016-12-28,20161228,2016,4,12,Dec,2016-12,28,3,Wed,False,False
2016-12-29,20161229,2016,4,12,Dec,2016-12,29,4,Thu,False,False
2016-12-30,20161230,2016,4,12,Dec,2016-12,30,5,Fri,False,False
2016-12-31,20161231,2016,4,12,Dec,2016-12,31,6,Sat,True,False
2017-01-01,20170101,2017,1,1,Jan,2017-01,1,7,Sun,True,True
2017-01-02,20170102,2017,1,1,Jan,2017-01,2,1,Mon,False,True
2017-01-03,20170103,2017,1,1,Jan,2017-01,3,2,Tue,False,True
2017-01-04,20170104,2017,1,1,Jan,2017-01,4,3,Wed,False,True
2017-01-05,20170105,2017,1,1,Jan,2017-01,5,4,Thu,False,True
2017-01-06,20170106,2017,1,1,Jan,2017-01,6,5,Fri,False,True
2017-01-07,20170107,2017,1,1,Jan,2017-01,7,6,Sat,True,True
2017-01-08,20170108,2017,1,1,Jan,2017-01,8,7,Sun,True,True
2017-01-09,20170109,2017,1,1,Jan,2017-01,9,1,Mon,False,True
2017-01-10,20170110,2017,1,1,Jan,2017-01,10,2,Tue,False,True
2017-01-11,20170111,2017,1,1,Jan,2017-01,11,3,Wed,False,True
2017-01-12,20170112,2017,1,1,Jan,2017-01,12,4,Thu,False,True
2017-01-13,20170113,2017,1,1,Jan,2017-01,13,5,Fri,False,True
2017-01-14,20170114,2017,1,1,Jan,2017-01,14,6,Sat,True,True
2017-01-15,20170115,2017,1,1,Jan,2017-01,15,7,Sun,True,True
2017-01-16,20170116,2017,1,1,Jan,2017-01,16,1,Mon,False,True
2017-01-17,20170117,2017,1,1,Jan,2017-01,17,2,Tue,False,True
2017-01-18,20170118,2017,1,1,Jan,2017-01,18,3,Wed,False,True
2017-01-19,20170119,2017,1,1,Jan,2017-01,19,4,Thu,False,True
2017-01-20,20170120,2017,1,1,Jan,2017-01,20,5,Fri,False,True
2017-01-21,20170121,2017,1,1,Jan,2017-01,21,6,Sat,True,True
2017-01-22,20170122,2017,1,1,Jan,2017-01,22,7,Sun,True,True
2017-01-23,20170123,2017,1,1,Jan,2017-01,23,1,Mon,False,True
2017-01-24,20170124,2017,1,1,Jan,2017-01,24,2,Tue,False,True
2017-01-25,20170125,2017,1,1,Jan,2017-01,25,3,Wed,False,True
2017-01-26,20170126,2017,1,1,Jan,2017-01,26,4,Thu,False,True
2017-01-27,20170127,2017,1,1,Jan,2017-01,27,5,Fri,False,True
2017-01-28,20170128,2017,1,1,Jan,2017-01,28,6,Sat,True,True
2017-01-29,20170129,2017,1,1,Jan,2017-01,29,7,Sun,True,True
2017-01-30,20170130,2017,1,1,Jan,2017-01,30,1,Mon,False,True
2017-01-31,20170131,2017,1,1,Jan,2017-01,31,2,Tue,False,True
2017-02-01,20170201,2017,1,2,Feb,2017-02,1,3,Wed,False,True
2017-02-02,20170202,2017,1,2,Feb,2017-02,2,4,Thu,False,True
2017-02-03,20170203,2017,1,2,Feb,2017-02,3,5,Fri,False,True
2017-02-04,20170204,2017,1,2,Feb,2017-02,4,6,Sat,True,True
2017-02-05,20170205,2017,1,2,Feb,2017-02,5,7,Sun,True,True
2017-02-06,20170206,2017,1,2,Feb,2017-02,6,1,Mon,False,True
2017-02-07,20170207,2017,1,2,Feb,2017-02,7,2,Tue,False,True
2017-02-08,20170208,2017,1,2,Feb,2017-02,8,3,Wed,False,True
2017-02-09,20170209,2017,1,2,Feb,2017-02,9,4,Thu,False,True
2017-02-10,20170210,2017,1,2,Feb,2017-02,10,5,Fri,False,True
2017-02-11,20170211,2017,1,2,Feb,2017-02,11,6,Sat,True,True
2017-02-12,20170212,2017,1,2,Feb,2017-02,12,7,Sun,True,True
2017-02-13,20170213,2017,1,2,Feb,2017-02,13,1,Mon,False,True
2017-02-14,20170214,2017,1,2,Feb,2017-02,14,2,Tue,False,True
2017-02-15,20170215,2017,1,2,Feb,2017-02,15,3,Wed,False,True
2017-02-16,20170216,2017,1,2,Feb,2017-02,16,4,Thu,False,True
2017-02-17,20170217,2017,1,2,Feb,2017-02,17,5,Fri,False,True
2017-02-18,20170218,2017,1,2,Feb,2017-02,18,6,Sat,True,True
2017-02-19,20170219,2017,1,2,Feb,2017-02,19,7,Sun,True,True
2017-02-20,20170220,2017,1,2,Feb,2017-02,20,1,Mon,False,True
2017-02-21,20170221,2017,1,2,Feb,2017-02,21,2,Tue,False,True
2017-02-22,20170222,2017,1,2,Feb,2017-02,22,3,Wed,False,True
2017-02-23,20170223,2017,1,2,Feb,2017-02,23,4,Thu,False,True
2017-02-24,20170224,2017,1,2,Feb,2017-02,24,5,Fri,False,True
2017-02-25,20170225,2017,1,2,Feb,2017-02,25,6,Sat,True,True
2017-02-26,20170226,2017,1,2,Feb,2017-02,26,7,Sun,True,True
2017-02-27,20170227,2017,1,2,Feb,2017-02,27,1,Mon,False,True
2017-02-28,20170228,2017,1,2,Feb,2017-02,28,2,Tue,False,True
2017-03-01,20170301,2017,1,3,Mar,2017-03,1,3,Wed,False,True
2017-03-02,20170302,2017,1,3,Mar,2017-03,2,4,Thu,False,True
2017-03-03,20170303,2017,1,3,Mar,2017-03,3,5,Fri,False,True
2017-03-04,20170304,2017,1,3,Mar,2017-03,4,6,Sat,True,True
2017-03-05,20170305,2017,1,3,Mar,2017-03,5,7,Sun,True,True
2017-03-06,20170306,2017,1,3,Mar,2017-03,6,1,Mon,False,True
2017-03-07,20170307,2017,1,3,Mar,2017-03,7,2,Tue,False,True
2017-03-08,20170308,2017,1,3,Mar,2017-03,8,3,Wed,False,True
2017-03-09,20170309,2017,1,3,Mar,2017-03,9,4,Thu,False,True
2017-03-10,20170310,2017,1,3,Mar,2017-03,10,5,Fri,False,True
2017-03-11,20170311,2017,1,3,Mar,2017-03,11,6,Sat,True,True
2017-03-12,20170312,2017,1,3,Mar,2017-03,12,7,Sun,True,True
2017-03-13,20170313,2017,1,3,Mar,2017-03,13,1,Mon,False,True
2017-03-14,20170314,2017,1,3,Mar,2017-03,14,2,Tue,False,True
2017-03-15,20170315,2017,1,3,Mar,2017-03,15,3,Wed,False,True
2017-03-16,20170316,2017,1,3,Mar,2017-03,16,4,Thu,False,True
2017-03-17,20170317,2017,1,3,Mar,2017-03,17,5,Fri,False,True
2017-03-18,20170318,2017,1,3,Mar,2017-03,18,6,Sat,True,True
2017-03-19,20170319,2017,1,3,Mar,2017-03,19,7,Sun,True,True
2017-03-20,20170320,2017,1,3,Mar,2017-03,20,1,Mon,False,True
2017-03-21,20170321,2017,1,3,Mar,2017-03,21,2,Tue,False,True
2017-03-22,20170322,2017,1,3,Mar,2017-03,22,3,Wed,False,True
2017-03-23,20170323,2017,1,3,Mar,2017-03,23,4,Thu,False,True
2017-03-24,20170324,2017,1,3,Mar,2017-03,24,5,Fri,False,True
2017-03-25,20170325,2017,1,3,Mar,2017-03,25,6,Sat,True,True
2017-03-26,20170326,2017,1,3,Mar,2017-03,26,7,Sun,True,True
2017-03-27,20170327,2017,1,3,Mar,2017-03,27,1,Mon,False,True
2017-03-28,20170328,2017,1,3,Mar,2017-03,28,2,Tue,False,True
2017-03-29,20170329,2017,1,3,Mar,2017-03,29,3,Wed,False,True
2017-03-30,20170330,2017,1,3,Mar,2017-03,30,4,Thu,False,True
2017-03-31,20170331,2017,1,3,Mar,2017-03,31,5,Fri,False,True
2017-04-01,20170401,2017,2,4,Apr,2017-04,1,6,Sat,True,True
2017-04-02,20170402,2017,2,4,Apr,2017-04,2,7,Sun,True,True
2017-04-03,20170403,2017,2,4,Apr,2017-04,3,1,Mon,False,True
2017-04-04,20170404,2017,2,4,Apr,2017-04,4,2,Tue,False,True
2017-04-05,20170405,2017,2,4,Apr,2017-04,5,3,Wed,False,True
2017-04-06,20170406,2017,2,4,Apr,2017-04,6,4,Thu,False,True
2017-04-07,20170407,2017,2,4,Apr,2017-04,7,5,Fri,False,True
2017-04-08,20170408,2017,2,4,Apr,2017-04,8,6,Sat,True,True
2017-04-09,20170409,2017,2,4,Apr,2017-04,9,7,Sun,True,True
2017-04-10,20170410,2017,2,4,Apr,2017-04,10,1,Mon,False,True
2017-04-11,20170411,2017,2,4,Apr,2017-04,11,2,Tue,False,True
2017-04-12,20170412,2017,2,4,Apr,2017-04,12,3,Wed,False,True
2017-04-13,20170413,2017,2,4,Apr,2017-04,13,4,Thu,False,True
2017-04-14,20170414,2017,2,4,Apr,2017-04,14,5,Fri,False,True
2017-04-15,20170415,2017,2,4,Apr,2017-04,15,6,Sat,True,True
2017-04-16,20170416,2017,2,4,Apr,2017-04,16,7,Sun,True,True
2017-04-17,20170417,2017,2,4,Apr,2017-04,17,1,Mon,False,True
2017-04-18,20170418,2017,2,4,Apr,2017-04,18,2,Tue,False,True
2017-04-19,20170419,2017,2,4,Apr,2017-04,19,3,Wed,False,True
2017-04-20,20170420,2017,2,4,Apr,2017-04,20,4,Thu,False,True
2017-04-21,20170421,2017,2,4,Apr,2017-04,21,5,Fri,False,True
2017-04-22,20170422,2017,2,4,Apr,2017-04,22,6,Sat,True,True
2017-04-23,20170423,2017,2,4,Apr,2017-04,23,7,Sun,True,True
2017-04-24,20170424,2017,2,4,Apr,2017-04,24,1,Mon,False,True
2017-04-25,20170425,2017,2,4,Apr,2017-04,25,2,Tue,False,True
2017-04-26,20170426,2017,2,4,Apr,2017-04,26,3,Wed,False,True
2017-04-27,20170427,2017,2,4,Apr,2017-04,27,4,Thu,False,True
2017-04-28,20170428,2017,2,4,Apr,2017-04,28,5,Fri,False,True
2017-04-29,20170429,2017,2,4,Apr,2017-04,29,6,Sat,True,True
2017-04-30,20170430,2017,2,4,Apr,2017-04,30,7,Sun,True,True
2017-05-01,20170501,2017,2,5,May,2017-05,1,1,Mon,False,True
2017-05-02,20170502,2017,2,5,May,2017-05,2,2,Tue,False,True
2017-05-03,20170503,2017,2,5,May,2017-05,3,3,Wed,False,True
2017-05-04,20170504,2017,2,5,May,2017-05,4,4,Thu,False,True
2017-05-05,20170505,2017,2,5,May,2017-05,5,5,Fri,False,True
2017-05-06,20170506,2017,2,5,May,2017-05,6,6,Sat,True,True
2017-05-07,20170507,2017,2,5,May,2017-05,7,7,Sun,True,True
2017-05-08,20170508,2017,2,5,May,2017-05,8,1,Mon,False,True
2017-05-09,20170509,2017,2,5,May,2017-05,9,2,Tue,False,True
2017-05-10,20170510,2017,2,5,May,2017-05,10,3,Wed,False,True
2017-05-11,20170511,2017,2,5,May,2017-05,11,4,Thu,False,True
2017-05-12,20170512,2017,2,5,May,2017-05,12,5,Fri,False,True
2017-05-13,20170513,2017,2,5,May,2017-05,13,6,Sat,True,True
2017-05-14,20170514,2017,2,5,May,2017-05,14,7,Sun,True,True
2017-05-15,20170515,2017,2,5,May,2017-05,15,1,Mon,False,True
2017-05-16,20170516,2017,2,5,May,2017-05,16,2,Tue,False,True
2017-05-17,20170517,2017,2,5,May,2017-05,17,3,Wed,False,True
2017-05-18,20170518,2017,2,5,May,2017-05,18,4,Thu,False,True
2017-05-19,20170519,2017,2,5,May,2017-05,19,5,Fri,False,True
2017-05-20,20170520,2017,2,5,May,2017-05,20,6,Sat,True,True
2017-05-21,20170521,2017,2,5,May,2017-05,21,7,Sun,True,True
2017-05-22,20170522,2017,2,5,May,2017-05,22,1,Mon,False,True
2017-05-23,20170523,2017,2,5,May,2017-05,23,2,Tue,False,True
2017-05-24,20170524,2017,2,5,May,2017-05,24,3,Wed,False,True
2017-05-25,20170525,2017,2,5,May,2017-05,25,4,Thu,False,True
2017-05-26,20170526,2017,2,5,May,2017-05,26,5,Fri,False,True
2017-05-27,20170527,2017,2,5,May,2017-05,27,6,Sat,True,True
2017-05-28,20170528,2017,2,5,May,2017-05,28,7,Sun,True,True
2017-05-29,20170529,2017,2,5,May,2017-05,29,1,Mon,False,True
2017-05-30,20170530,2017,2,5,May,2017-05,30,2,Tue,False,True
2017-05-31,20170531,2017,2,5,May,2017-05,31,3,Wed,False,True
2017-06-01,20170601,2017,2,6,Jun,2017-06,1,4,Thu,False,True
2017-06-02,20170602,2017,2,6,Jun,2017-06,2,5,Fri,False,True
2017-06-03,20170603,2017,2,6,Jun,2017-06,3,6,Sat,True,True
2017-06-04,20170604,2017,2,6,Jun,2017-06,4,7,Sun,True,True
2017-06-05,20170605,2017,2,6,Jun,2017-06,5,1,Mon,False,True
2017-06-06,20170606,2017,2,6,Jun,2017-06,6,2,Tue,False,True
2017-06-07,20170607,2017,2,6,Jun,2017-06,7,3,Wed,False,True
2017-06-08,20170608,2017,2,6,Jun,2017-06,8,4,Thu,False,True
2017-06-09,20170609,2017,2,6,Jun,2017-06,9,5,Fri,False,True
2017-06-10,20170610,2017,2,6,Jun,2017-06,10,6,Sat,True,True
2017-06-11,20170611,2017,2,6,Jun,2017-06,11,7,Sun,True,True
2017-06-12,20170612,2017,2,6,Jun,2017-06,12,1,Mon,False,True
2017-06-13,20170613,2017,2,6,Jun,2017-06,13,2,Tue,False,True
2017-06-14,20170614,2017,2,6,Jun,2017-06,14,3,Wed,False,True
2017-06-15,20170615,2017,2,6,Jun,2017-06,15,4,Thu,False,True
2017-06-16,20170616,2017,2,6,Jun,2017-06,16,5,Fri,False,True
2017-06-17,20170617,2017,2,6,Jun,2017-06,17,6,Sat,True,True
2017-06-18,20170618,2017,2,6,Jun,2017-06,18,7,Sun,True,True
2017-06-19,20170619,2017,2,6,Jun,2017-06,19,1,Mon,False,True
2017-06-20,20170620,2017,2,6,Jun,2017-06,20,2,Tue,False,True
2017-06-21,20170621,2017,2,6,Jun,2017-06,21,3,Wed,False,True
2017-06-22,20170622,2017,2,6,Jun,2017-06,22,4,Thu,False,True
2017-06-23,20170623,2017,2,6,Jun,2017-06,23,5,Fri,False,True
2017-06-24,20170624,2017,2,6,Jun,2017-06,24,6,Sat,True,True
2017-06-25,20170625,2017,2,6,Jun,2017-06,25,7,Sun,True,True
2017-06-26,20170626,2017,2,6,Jun,2017-06,26,1,Mon,False,True
2017-06-27,20170627,2017,2,6,Jun,2017-06,27,2,Tue,False,True
2017-06-28,20170628,2017,2,6,Jun,2017-06,28,3,Wed,False,True
2017-06-29,20170629,2017,2,6,Jun,2017-06,29,4,Thu,False,True
2017-06-30,20170630,2017,2,6,Jun,2017-06,30,5,Fri,False,True
2017-07-01,20170701,2017,3,7,Jul,2017-07,1,6,Sat,True,True
2017-07-02,20170702,2017,3,7,Jul,2017-07,2,7,Sun,True,True
2017-07-03,20170703,2017,3,7,Jul,2017-07,3,1,Mon,False,True
2017-07-04,20170704,2017,3,7,Jul,2017-07,4,2,Tue,False,True
2017-07-05,20170705,2017,3,7,Jul,2017-07,5,3,Wed,False,True
2017-07-06,20170706,2017,3,7,Jul,2017-07,6,4,Thu,False,True
2017-07-07,20170707,2017,3,7,Jul,2017-07,7,5,Fri,False,True
2017-07-08,20170708,2017,3,7,Jul,2017-07,8,6,Sat,True,True
2017-07-09,20170709,2017,3,7,Jul,2017-07,9,7,Sun,True,True
2017-07-10,20170710,2017,3,7,Jul,2017-07,10,1,Mon,False,True
2017-07-11,20170711,2017,3,7,Jul,2017-07,11,2,Tue,False,True
2017-07-12,20170712,2017,3,7,Jul,2017-07,12,3,Wed,False,True
2017-07-13,20170713,2017,3,7,Jul,2017-07,13,4,Thu,False,True
2017-07-14,20170714,2017,3,7,Jul,2017-07,14,5,Fri,False,True
2017-07-15,20170715,2017,3,7,Jul,2017-07,15,6,Sat,True,True
2017-07-16,20170716,2017,3,7,Jul,2017-07,16,7,Sun,True,True
2017-07-17,20170717,2017,3,7,Jul,2017-07,17,1,Mon,False,True
2017-07-18,20170718,2017,3,7,Jul,2017-07,18,2,Tue,False,True
2017-07-19,20170719,2017,3,7,Jul,2017-07,19,3,Wed,False,True
2017-07-20,20170720,2017,3,7,Jul,2017-07,20,4,Thu,False,True
2017-07-21,20170721,2017,3,7,Jul,2017-07,21,5,Fri,False,True
2017-07-22,20170722,2017,3,7,Jul,2017-07,22,6,Sat,True,True
2017-07-23,20170723,2017,3,7,Jul,2017-07,23,7,Sun,True,True
2017-07-24,20170724,2017,3,7,Jul,2017-07,24,1,Mon,False,True
2017-07-25,20170725,2017,3,7,Jul,2017-07,25,2,Tue,False,True
2017-07-26,20170726,2017,3,7,Jul,2017-07,26,3,Wed,False,True
2017-07-27,20170727,2017,3,7,Jul,2017-07,27,4,Thu,False,True
2017-07-28,20170728,2017,3,7,Jul,2017-07,28,5,Fri,False,True
2017-07-29,20170729,2017,3,7,Jul,2017-07,29,6,Sat,True,True
2017-07-30,20170730,2017,3,7,Jul,2017-07,30,7,Sun,True,True
2017-07-31,20170731,2017,3,7,Jul,2017-07,31,1,Mon,False,True
2017-08-01,20170801,2017,3,8,Aug,2017-08,1,2,Tue,False,True
2017-08-02,20170802,2017,3,8,Aug,2017-08,2,3,Wed,False,True
2017-08-03,20170803,2017,3,8,Aug,2017-08,3,4,Thu,False,True
2017-08-04,20170804,2017,3,8,Aug,2017-08,4,5,Fri,False,True
2017-08-05,20170805,2017,3,8,Aug,2017-08,5,6,Sat,True,True
2017-08-06,20170806,2017,3,8,Aug,2017-08,6,7,Sun,True,True
2017-08-07,20170807,2017,3,8,Aug,2017-08,7,1,Mon,False,True
2017-08-08,20170808,2017,3,8,Aug,2017-08,8,2,Tue,False,True
2017-08-09,20170809,2017,3,8,Aug,2017-08,9,3,Wed,False,True
2017-08-10,20170810,2017,3,8,Aug,2017-08,10,4,Thu,False,True
2017-08-11,20170811,2017,3,8,Aug,2017-08,11,5,Fri,False,True
2017-08-12,20170812,2017,3,8,Aug,2017-08,12,6,Sat,True,True
2017-08-13,20170813,2017,3,8,Aug,2017-08,13,7,Sun,True,True
2017-08-14,20170814,2017,3,8,Aug,2017-08,14,1,Mon,False,True
2017-08-15,20170815,2017,3,8,Aug,2017-08,15,2,Tue,False,True
2017-08-16,20170816,2017,3,8,Aug,2017-08,16,3,Wed,False,True
2017-08-17,20170817,2017,3,8,Aug,2017-08,17,4,Thu,False,True
2017-08-18,20170818,2017,3,8,Aug,2017-08,18,5,Fri,False,True
2017-08-19,20170819,2017,3,8,Aug,2017-08,19,6,Sat,True,True
2017-08-20,20170820,2017,3,8,Aug,2017-08,20,7,Sun,True,True
2017-08-21,20170821,2017,3,8,Aug,2017-08,21,1,Mon,False,True
2017-08-22,20170822,2017,3,8,Aug,2017-08,22,2,Tue,False,True
2017-08-23,20170823,2017,3,8,Aug,2017-08,23,3,Wed,False,True
2017-08-24,20170824,2017,3,8,Aug,2017-08,24,4,Thu,False,True
2017-08-25,20170825,2017,3,8,Aug,2017-08,25,5,Fri,False,True
2017-08-26,20170826,2017,3,8,Aug,2017-08,26,6,Sat,True,True
2017-08-27,20170827,2017,3,8,Aug,2017-08,27,7,Sun,True,True
2017-08-28,20170828,2017,3,8,Aug,2017-08,28,1,Mon,False,True
2017-08-29,20170829,2017,3,8,Aug,2017-08,29,2,Tue,False,True
2017-08-30,20170830,2017,3,8,Aug,2017-08,30,3,Wed,False,True
2017-08-31,20170831,2017,3,8,Aug,2017-08,31,4,Thu,False,True
2017-09-01,20170901,2017,3,9,Sep,2017-09,1,5,Fri,False,True
2017-09-02,20170902,2017,3,9,Sep,2017-09,2,6,Sat,True,True
2017-09-03,20170903,2017,3,9,Sep,2017-09,3,7,Sun,True,True
2017-09-04,20170904,2017,3,9,Sep,2017-09,4,1,Mon,False,True
2017-09-05,20170905,2017,3,9,Sep,2017-09,5,2,Tue,False,True
2017-09-06,20170906,2017,3,9,Sep,2017-09,6,3,Wed,False,True
2017-09-07,20170907,2017,3,9,Sep,2017-09,7,4,Thu,False,True
2017-09-08,20170908,2017,3,9,Sep,2017-09,8,5,Fri,False,True
2017-09-09,20170909,2017,3,9,Sep,2017-09,9,6,Sat,True,True
2017-09-10,20170910,2017,3,9,Sep,2017-09,10,7,Sun,True,True
2017-09-11,20170911,2017,3,9,Sep,2017-09,11,1,Mon,False,True
2017-09-12,20170912,2017,3,9,Sep,2017-09,12,2,Tue,False,True
2017-09-13,20170913,2017,3,9,Sep,2017-09,13,3,Wed,False,True
2017-09-14,20170914,2017,3,9,Sep,2017-09,14,4,Thu,False,True
2017-09-15,20170915,2017,3,9,Sep,2017-09,15,5,Fri,False,True
2017-09-16,20170916,2017,3,9,Sep,2017-09,16,6,Sat,True,True
2017-09-17,20170917,2017,3,9,Sep,2017-09,17,7,Sun,True,True
2017-09-18,20170918,2017,3,9,Sep,2017-09,18,1,Mon,False,True
2017-09-19,20170919,2017,3,9,Sep,2017-09,19,2,Tue,False,True
2017-09-20,20170920,2017,3,9,Sep,2017-09,20,3,Wed,False,True
2017-09-21,20170921,2017,3,9,Sep,2017-09,21,4,Thu,False,True
2017-09-22,20170922,2017,3,9,Sep,2017-09,22,5,Fri,False,True
2017-09-23,20170923,2017,3,9,Sep,2017-09,23,6,Sat,True,True
2017-09-24,20170924,2017,3,9,Sep,2017-09,24,7,Sun,True,True
2017-09-25,20170925,2017,3,9,Sep,2017-09,25,1,Mon,False,True
2017-09-26,20170926,2017,3,9,Sep,2017-09,26,2,Tue,False,True
2017-09-27,20170927,2017,3,9,Sep,2017-09,27,3,Wed,False,True
2017-09-28,20170928,2017,3,9,Sep,2017-09,28,4,Thu,False,True
2017-09-29,20170929,2017,3,9,Sep,2017-09,29,5,Fri,False,True
2017-09-30,20170930,2017,3,9,Sep,2017-09,30,6,Sat,True,True
2017-10-01,20171001,2017,4,10,Oct,2017-10,1,7,Sun,True,True
2017-10-02,20171002,2017,4,10,Oct,2017-10,2,1,Mon,False,True
2017-10-03,20171003,2017,4,10,Oct,2017-10,3,2,Tue,False,True
2017-10-04,20171004,2017,4,10,Oct,2017-10,4,3,Wed,False,True
2017-10-05,20171005,2017,4,10,Oct,2017-10,5,4,Thu,False,True
2017-10-06,20171006,2017,4,10,Oct,2017-10,6,5,Fri,False,True
2017-10-07,20171007,2017,4,10,Oct,2017-10,7,6,Sat,True,True
2017-10-08,20171008,2017,4,10,Oct,2017-10,8,7,Sun,True,True
2017-10-09,20171009,2017,4,10,Oct,2017-10,9,1,Mon,False,True
2017-10-10,20171010,2017,4,10,Oct,2017-10,10,2,Tue,False,True
2017-10-11,20171011,2017,4,10,Oct,2017-10,11,3,Wed,False,True
2017-10-12,20171012,2017,4,10,Oct,2017-10,12,4,Thu,False,True
2017-10-13,20171013,2017,4,10,Oct,2017-10,13,5,Fri,False,True
2017-10-14,20171014,2017,4,10,Oct,2017-10,14,6,Sat,True,True
2017-10-15,20171015,2017,4,10,Oct,2017-10,15,7,Sun,True,True
2017-10-16,20171016,2017,4,10,Oct,2017-10,16,1,Mon,False,True
2017-10-17,20171017,2017,4,10,Oct,2017-10,17,2,Tue,False,True
2017-10-18,20171018,2017,4,10,Oct,2017-10,18,3,Wed,False,True
2017-10-19,20171019,2017,4,10,Oct,2017-10,19,4,Thu,False,True
2017-10-20,20171020,2017,4,10,Oct,2017-10,20,5,Fri,False,True
2017-10-21,20171021,2017,4,10,Oct,2017-10,21,6,Sat,True,True
2017-10-22,20171022,2017,4,10,Oct,2017-10,22,7,Sun,True,True
2017-10-23,20171023,2017,4,10,Oct,2017-10,23,1,Mon,False,True
2017-10-24,20171024,2017,4,10,Oct,2017-10,24,2,Tue,False,True
2017-10-25,20171025,2017,4,10,Oct,2017-10,25,3,Wed,False,True
2017-10-26,20171026,2017,4,10,Oct,2017-10,26,4,Thu,False,True
2017-10-27,20171027,2017,4,10,Oct,2017-10,27,5,Fri,False,True
2017-10-28,20171028,2017,4,10,Oct,2017-10,28,6,Sat,True,True
2017-10-29,20171029,2017,4,10,Oct,2017-10,29,7,Sun,True,True
2017-10-30,20171030,2017,4,10,Oct,2017-10,30,1,Mon,False,True
2017-10-31,20171031,2017,4,10,Oct,2017-10,31,2,Tue,False,True
2017-11-01,20171101,2017,4,11,Nov,2017-11,1,3,Wed,False,True
2017-11-02,20171102,2017,4,11,Nov,2017-11,2,4,Thu,False,True
2017-11-03,20171103,2017,4,11,Nov,2017-11,3,5,Fri,False,True
2017-11-04,20171104,2017,4,11,Nov,2017-11,4,6,Sat,True,True
2017-11-05,20171105,2017,4,11,Nov,2017-11,5,7,Sun,True,True
2017-11-06,20171106,2017,4,11,Nov,2017-11,6,1,Mon,False,True
2017-11-07,20171107,2017,4,11,Nov,2017-11,7,2,Tue,False,True
2017-11-08,20171108,2017,4,11,Nov,2017-11,8,3,Wed,False,True
2017-11-09,20171109,2017,4,11,Nov,2017-11,9,4,Thu,False,True
2017-11-10,20171110,2017,4,11,Nov,2017-11,10,5,Fri,False,True
2017-11-11,20171111,2017,4,11,Nov,2017-11,11,6,Sat,True,True
2017-11-12,20171112,2017,4,11,Nov,2017-11,12,7,Sun,True,True
2017-11-13,20171113,2017,4,11,Nov,2017-11,13,1,Mon,False,True
2017-11-14,20171114,2017,4,11,Nov,2017-11,14,2,Tue,False,True
2017-11-15,20171115,2017,4,11,Nov,2017-11,15,3,Wed,False,True
2017-11-16,20171116,2017,4,11,Nov,2017-11,16,4,Thu,False,True
2017-11-17,20171117,2017,4,11,Nov,2017-11,17,5,Fri,False,True
2017-11-18,20171118,2017,4,11,Nov,2017-11,18,6,Sat,True,True
2017-11-19,20171119,2017,4,11,Nov,2017-11,19,7,Sun,True,True
2017-11-20,20171120,2017,4,11,Nov,2017-11,20,1,Mon,False,True
2017-11-21,20171121,2017,4,11,Nov,2017-11,21,2,Tue,False,True
2017-11-22,20171122,2017,4,11,Nov,2017-11,22,3,Wed,False,True
2017-11-23,20171123,2017,4,11,Nov,2017-11,23,4,Thu,False,True
2017-11-24,20171124,2017,4,11,Nov,2017-11,24,5,Fri,False,True
2017-11-25,20171125,2017,4,11,Nov,2017-11,25,6,Sat,True,True
2017-11-26,20171126,2017,4,11,Nov,2017-11,26,7,Sun,True,True
2017-11-27,20171127,2017,4,11,Nov,2017-11,27,1,Mon,False,True
2017-11-28,20171128,2017,4,11,Nov,2017-11,28,2,Tue,False,True
2017-11-29,20171129,2017,4,11,Nov,2017-11,29,3,Wed,False,True
2017-11-30,20171130,2017,4,11,Nov,2017-11,30,4,Thu,False,True
2017-12-01,20171201,2017,4,12,Dec,2017-12,1,5,Fri,False,True
2017-12-02,20171202,2017,4,12,Dec,2017-12,2,6,Sat,True,True
2017-12-03,20171203,2017,4,12,Dec,2017-12,3,7,Sun,True,True
2017-12-04,20171204,2017,4,12,Dec,2017-12,4,1,Mon,False,True
2017-12-05,20171205,2017,4,12,Dec,2017-12,5,2,Tue,False,True
2017-12-06,20171206,2017,4,12,Dec,2017-12,6,3,Wed,False,True
2017-12-07,20171207,2017,4,12,Dec,2017-12,7,4,Thu,False,True
2017-12-08,20171208,2017,4,12,Dec,2017-12,8,5,Fri,False,True
2017-12-09,20171209,2017,4,12,Dec,2017-12,9,6,Sat,True,True
2017-12-10,20171210,2017,4,12,Dec,2017-12,10,7,Sun,True,True
2017-12-11,20171211,2017,4,12,Dec,2017-12,11,1,Mon,False,True
2017-12-12,20171212,2017,4,12,Dec,2017-12,12,2,Tue,False,True
